Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",1,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,2012/01/01,2012/10/05,sci-fi,sci-fi (#1),read,,,,1,0
8491980,People Who Eat Darkness: The Fate of Lucie Blackman,Richard Lloyd Parry,"Parry, Richard Lloyd",,"=""0224079174""","=""9780224079174""",5,3.79,Jonathan Cape,Hardcover,404,2011,2010,2012/10/03,2012/10/05,true-crime,true-crime (#1),read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",4,3.43,Green Integer,Paperback,188,2003,1899,,2012/06/07,classics,classics (#5),read,,,,1,0
1102322,The Stone Angel,Margaret Laurence,"Laurence, Margaret",Adele Wiseman,"=""0771099894""","=""9780771099892""",0,3.78,McClelland & Steward,Paperback,316,1988,1964,,2012/01/16,to-read,to-read (#2),to-read,,,,0,0
4162673,"The Private Patient (Adam Dalgliesh, #14)",P.D. James,"James, P.D.",,"=""0571242448""","=""9780571242443""",2,3.81,Faber & Faber,Hardcover,416,2008,2008,,2011/12/26,,,read,,,,1,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",4,4.10,Harper Perennial,Paperback,314,2009,1984,,2011/12/26,,,read,,,,1,0
3412,The Thorn Birds,Colleen McCullough,"McCullough, Colleen",,"=""""","=""""",0,4.25,Avon Books,Mass Market Paperback,692,1977,1977,,2011/11/06,to-read,to-read (#1),to-read,,,,0,0
11734,"The Human Stain (The American Trilogy, #3)",Philip Roth,"Roth, Philip",,"=""""","=""""",4,3.92,Vintage,Paperback,361,2001,2000,,2011/11/06,,,read,,,,1,0
10920,Cold Mountain,Charles Frazier,"Frazier, Charles",,"=""0802142842""","=""9780802142849""",3,3.89,Grove Press,Paperback,449,2006,1997,,2011/10/09,historical-fiction,historical-fiction (#2),read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,277,2001,1951,,2011/10/09,classics,classics (#2),read,,,,1,0
781787,Out of Africa,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""0679600213""","=""9780679600213""",4,3.91,The Modern Library,Hardcover,416,1992,1937,,2011/11/06,memoir,memoir (#2),read,,,,1,0
41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,"Kotlowitz, Alex",,"=""0385265565""","=""9780385265560""",4,4.30,Anchor Books,Unknown Binding,323,2011,1991,,2011/11/06,"non-fiction, poverty","non-fiction (#1), poverty (#1)",read,,,,1,0
51799,The Decameron,Giovanni Boccaccio,"Boccaccio, Giovanni",G.H. McWilliam,"=""0140449302""","=""9780140449303""",4,3.88,Penguin Books,Paperback,909,2003,1349,,2011/11/06,classics,classics (#7),read,,,,1,0
65211,Christ Stopped at Eboli: The Story of a Year,Carlo Levi,"Levi, Carlo","Mark Rotella, Frances Frenaye","=""0374530092""","=""9780374530099""",4,4.12,"Farrar, Straus and Giroux",Paperback,275,2006,1945,,2011/11/06,"poverty, memoir","poverty (#2), memoir (#3)",read,,,,1,0
10161190,This Beautiful Life,Helen Schulman,"Schulman, Helen",,"=""0062024388""","=""9780062024381""",1,3.03,Harper,Hardcover,225,2011,2011,2011/10/16,2011/10/09,fiction,fiction (#2),read,,,,1,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",2,4.10,Penguin Books,Paperback,352,2003,2001,2011/11/02,2011/10/09,fiction,fiction (#1),read,,,,1,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",4,4.02,Mariner,Paperback,304,2003,2003,,2011/10/09,literary-fiction,literary-fiction (#1),read,,,,1,0
51019,Cat’s Eye,Margaret Atwood,"Atwood, Margaret",,"=""0385491026""","=""9780385491020""",3,3.95,Anchor,Paperback,462,1998,1988,,2011/10/09,literary-fiction,literary-fiction (#2),read,,,,1,0
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,"Gregory, Philippa",,"=""""","=""""",3,4.09,Washington Square Press,Paperback,661,2003,2001,,2011/10/09,historical-fiction,historical-fiction (#1),read,,,,1,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",4,3.70,Knopf,Hardcover,274,2010,2010,2011/10/09,2011/10/09,fiction,fiction (#3),read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,,2011/10/09,classics,classics (#1),read,,,,1,0
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",4,3.86,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,,2011/10/09,fiction,fiction (#5),read,,,,1,0
